timesteps,ep_rew_mean,ep_len_mean
84484,1.8529,22.8
84511,1.8594,22.5
84534,1.8433,21.6
84576,1.831,23.5
84591,1.831,22.9
84613,1.831,23.1
84631,1.82,22.2
84665,1.8135,23.7
84696,1.8076,24.5
84723,1.8042,25.5
84763,1.811,27.9
84791,1.7928,28.0
84809,1.8031,27.5
84828,1.7972,25.2
84857,1.7914,26.6
84876,1.8031,26.3
84899,1.8075,26.8
84914,1.7959,24.9
84930,1.7959,23.4
84944,1.7993,22.1
84975,1.7891,21.2
85010,1.7891,21.9
85038,1.7842,22.9
85066,1.7856,23.8
85088,1.8038,23.1
85111,1.8096,23.5
85134,1.8106,23.5
85150,1.813,23.6
85181,1.8144,25.1
85256,1.8319,31.2
85277,1.8401,30.2
85310,1.8527,30.0
85329,1.8425,29.1
85362,1.8425,29.6
85400,1.8302,31.2
85422,1.8199,31.1
85443,1.8306,30.9
85463,1.8388,31.3
85488,1.8388,30.7
85516,1.8337,26.0
85532,1.8231,25.5
85559,1.8338,24.9
85575,1.8314,24.6
85593,1.8368,23.1
85607,1.8333,20.7
85626,1.8285,20.4
85647,1.8291,20.4
85697,1.8311,23.4
85713,1.8239,22.5
85739,1.8183,22.3
85753,1.8183,22.1
85773,1.8124,21.4
85790,1.8241,21.5
85814,1.8231,22.1
85841,1.8446,23.4
85859,1.8494,23.3
85883,1.8381,23.6
85901,1.8255,20.4
85921,1.8279,20.8
85936,1.8153,19.7
85956,1.8212,20.3
85972,1.8037,19.9
85996,1.792,20.6
86013,1.7803,19.9
86027,1.7564,18.6
86054,1.7564,19.5
86090,1.7677,20.7
86112,1.7735,21.1
86146,1.7735,22.5
86159,1.7735,22.3
86179,1.7677,22.3
86205,1.7803,23.3
86230,1.7862,23.4
86242,1.7862,22.9
86292,1.7862,26.5
86306,1.7789,25.2
86324,1.7667,23.4
86354,1.7633,24.2
86373,1.7609,22.7
86388,1.7609,22.9
86411,1.7609,23.2
86439,1.7609,23.4
86482,1.7622,25.2
86506,1.7739,26.4
86528,1.7928,23.6
86549,1.8,24.3
86595,1.8073,27.1
86612,1.8073,25.8
86644,1.819,27.1
86666,1.819,27.8
86691,1.8214,28.0
86708,1.8146,26.9
86735,1.8074,25.3
86764,1.8132,25.8
86778,1.7943,25.0
86792,1.7895,24.3
86828,1.7764,23.3
